"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"35766","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MANTICAO","Punta Silum",4154,4154,935,20458.51,2022,10.1179574678536,410.557171563325
"35758","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MANTICAO","Cabalantian",3294,3293,675,20458.51,2022,10.1179574678536,325.559779280114
"35767","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MANTICAO","Tuod",3034,3034,662,20458.51,2022,10.1179574678536,299.862893241003
"35762","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MANTICAO","Pagawan",2209,2209,548,20458.51,2022,10.1179574678536,218.324697155365
"32176","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","MANUKAN","Poblacion",4213,4179,830,16904.03,1904,8.87816701680672,474.534889017589
"32180","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","MANUKAN","Don Jose Aguirre",3429,2997,736,16904.03,1904,8.87816701680672,386.228372760815
"32188","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","MANUKAN","East Poblacion",3025,3025,627,16904.03,1904,8.87816701680672,340.723484281559
"32186","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","MANUKAN","San Antonio",2322,2322,580,16904.03,1904,8.87816701680672,261.54047289315
"32189","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL NORTE","MANUKAN","Punta Blanca",2092,2092,454,16904.03,1904,8.87816701680672,235.634224501495
"30140","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MAPANAS","Magtaon",2306,2306,439,23234.78,4390,5.29266059225512,435.697691133723
"30149","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MAPANAS","Santa Potenciana (Pob.)",2198,2197,445,23234.78,4390,5.29266059225512,415.292075070218
"30141","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MAPANAS","Del Norte (Pob.)",1689,1671,331,23234.78,4390,5.29266059225512,319.121162326478
"30145","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MAPANAS","Siljagon",1395,1395,264,23234.78,4390,5.29266059225512,263.57254082027
"30148","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","MAPANAS","Manaybanay",1389,1382,286,23234.78,4390,5.29266059225512,262.438895483409
"5561","REGION I - ILOCOS","PANGASINAN","MAPANDAN","Pias",4619,4619,979,12964.62,3265,3.97078713629403,1163.24543256956
"5560","REGION I - ILOCOS","PANGASINAN","MAPANDAN","Nilombot",4215,4215,1218,12964.62,3265,3.97078713629403,1061.50238109563
"5554","REGION I - ILOCOS","PANGASINAN","MAPANDAN","Baloling",3835,3835,1105,12964.62,3265,3.97078713629403,965.803471293412
"5562","REGION I - ILOCOS","PANGASINAN","MAPANDAN","Poblacion",3714,3701,1007,12964.62,3265,3.97078713629403,935.330923698496
"5559","REGION I - ILOCOS","PANGASINAN","MAPANDAN","Luyan (Luyan South)",3225,3168,712,12964.62,3265,3.97078713629403,812.181537137224
"41899","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","MAPUN (CAGAYAN DE TAWI-TAWI)","Liyubud",3143,3143,515,36650.95,2490,14.7192570281124,213.529799364
"41890","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","MAPUN (CAGAYAN DE TAWI-TAWI)","Lupa Pula (Pob.)",2926,2926,473,36650.95,2490,14.7192570281124,198.787207425728
"41897","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","MAPUN (CAGAYAN DE TAWI-TAWI)","Umus Mataha",2329,2329,394,36650.95,2490,14.7192570281124,158.228095042557
"41892","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","MAPUN (CAGAYAN DE TAWI-TAWI)","Mahalo",2220,2220,329,36650.95,2490,14.7192570281124,150.822829967572
"41898","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","TAWI-TAWI","MAPUN (CAGAYAN DE TAWI-TAWI)","Erok-erok",2114,2114,345,36650.95,2490,14.7192570281124,143.621379527679
"30894","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MARABUT","Tinabanan",1842,1836,411,23234.78,4390,5.29266059225512,348.029118416443
"30887","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MARABUT","Osmeña",1461,1461,317,23234.78,4390,5.29266059225512,276.042639525745
"30898","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MARABUT","Mabuhay",1113,1113,270,23234.78,4390,5.29266059225512,210.291209987786
"30891","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MARABUT","San Roque",1009,1009,223,23234.78,4390,5.29266059225512,190.641357482188
"30885","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MARABUT","Legaspi",977,977,256,23234.78,4390,5.29266059225512,184.595249018928
"13184","REGION IV-A – CALABARZON","CAVITE","MARAGONDON","Pinagsanhan I B",4318,4318,986,16576.26,4018,4.12550024888004,1046.6609476444
"13163","REGION IV-A – CALABARZON","CAVITE","MARAGONDON","Bucal I",3243,3243,670,16576.26,4018,4.12550024888004,786.086487543028
"13179","REGION IV-A – CALABARZON","CAVITE","MARAGONDON","Tulay Silangan",2458,2458,592,16576.26,4018,4.12550024888004,595.806532957374
"13162","REGION IV-A – CALABARZON","CAVITE","MARAGONDON","Caingin Pob. (Barangay 3)",2436,2436,464,16576.26,4018,4.12550024888004,590.473846332044
"13174","REGION IV-A – CALABARZON","CAVITE","MARAGONDON","Pantihan IV (Pook ni Sara)",2072,2060,435,16576.26,4018,4.12550024888004,502.242122167485
"36805","REGION XI - DAVAO ","COMPOSTELA VALLEY","MARAGUSAN (SAN MARIANO)","Maragusan (Pob.)",14741,14695,3532,20433.38,1163,17.5695442820292,839.008671105808
"36804","REGION XI - DAVAO ","COMPOSTELA VALLEY","MARAGUSAN (SAN MARIANO)","Mapawa",5653,5653,1372,20433.38,1163,17.5695442820292,321.749950326378
"36806","REGION XI - DAVAO ","COMPOSTELA VALLEY","MARAGUSAN (SAN MARIANO)","New Albay",3983,3983,955,20433.38,1163,17.5695442820292,226.699107049348
"36803","REGION XI - DAVAO ","COMPOSTELA VALLEY","MARAGUSAN (SAN MARIANO)","Bagong Silang",3490,3490,775,20433.38,1163,17.5695442820292,198.639187447206
"36810","REGION XI - DAVAO ","COMPOSTELA VALLEY","MARAGUSAN (SAN MARIANO)","Coronobe",3078,3078,733,20433.38,1163,17.5695442820292,175.189518327364
"34155","REGION X - NORTHERN MINDANAO","BUKIDNON","MARAMAG","North Poblacion",14799,14786,3302,20458.51,2022,10.1179574678536,1462.64698651075
"34149","REGION X - NORTHERN MINDANAO","BUKIDNON","MARAMAG","Dologon",14093,13728,3135,20458.51,2022,10.1179574678536,1392.87005749686
"34156","REGION X - NORTHERN MINDANAO","BUKIDNON","MARAMAG","South Poblacion",12165,12147,2793,20458.51,2022,10.1179574678536,1202.31776409915
"34147","REGION X - NORTHERN MINDANAO","BUKIDNON","MARAMAG","Dagumba-an",7638,7638,1740,20458.51,2022,10.1179574678536,754.895444487404
"34143","REGION X - NORTHERN MINDANAO","BUKIDNON","MARAMAG","Base Camp",7569,7569,1733,20458.51,2022,10.1179574678536,748.075886269332
"40200","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARANTAO","Mantapoli",2110,2014,276,36650.95,2490,14.7192570281124,143.349626680891
"40191","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARANTAO","Inudaran Campong",1787,1787,251,36650.95,2490,14.7192570281124,121.405584302726
"40194","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARANTAO","Cawayan Kalaw",1541,1541,238,36650.95,2490,14.7192570281124,104.692784225238
"40212","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARANTAO","Batal-Punud",1310,1310,191,36650.95,2490,14.7192570281124,88.9990573232072
"40189","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARANTAO","Camalig Bubong",1210,1210,179,36650.95,2490,14.7192570281124,82.2052361534967
"40243","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARAWI CITY (Capital)","Daguduban",6896,6883,1008,36650.95,2490,14.7192570281124,468.501907863234
"40247","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARAWI CITY (Capital)","Dimaluna",6516,4683,787,36650.95,2490,14.7192570281124,442.685387418334
"40274","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARAWI CITY (Capital)","Moncado Kadingilan",5483,5334,675,36650.95,2490,14.7192570281124,372.505214735225
"40260","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARAWI CITY (Capital)","Lomidong",5470,4616,674,36650.95,2490,14.7192570281124,371.622017983163
"40292","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MARAWI CITY (Capital)","Rorogagus Proper",4751,4751,645,36650.95,2490,14.7192570281124,322.774443772945
"3192","REGION I - ILOCOS","ILOCOS NORTE","MARCOS","Lydia (Pob.)",2270,2267,540,12964.62,3265,3.97078713629403,571.675066450077
"3189","REGION I - ILOCOS","ILOCOS NORTE","MARCOS","Escoda",2068,2068,541,12964.62,3265,3.97078713629403,520.80354071311
"3185","REGION I - ILOCOS","ILOCOS NORTE","MARCOS","Pacifico (Agunit)",1755,1755,463,12964.62,3265,3.97078713629403,441.977859744443
"3188","REGION I - ILOCOS","ILOCOS NORTE","MARCOS","Daquioag",1726,1726,448,12964.62,3265,3.97078713629403,434.674521891116
"3195","REGION I - ILOCOS","ILOCOS NORTE","MARCOS","Tabucbuc (Ragas)",1716,1716,462,12964.62,3265,3.97078713629403,432.1561295279
"32997","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MARGOSATUBIG","Poblacion",14981,14961,3296,16904.03,1904,8.87816701680672,1687.39785719737
"32989","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MARGOSATUBIG","Kalian",2734,2734,644,16904.03,1904,8.87816701680672,307.946448272986
"33000","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MARGOSATUBIG","Tiguian",2555,2555,687,16904.03,1904,8.87816701680672,287.784628872523
"33001","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MARGOSATUBIG","Tulapoc",2345,2345,547,16904.03,1904,8.87816701680672,264.131097732316
"32996","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MARGOSATUBIG","Lumbog",2327,2327,595,16904.03,1904,8.87816701680672,262.103652206012
"26275","REGION VII - CENTRAL VISAYAS","SIQUIJOR","MARIA","Lilo-an",1414,1414,162,10452.01,2446,4.27310302534751,330.907069549302
"26283","REGION VII - CENTRAL VISAYAS","SIQUIJOR","MARIA","Poblacion Norte",1089,1077,243,10452.01,2446,4.27310302534751,254.84992838698
"26279","REGION VII - CENTRAL VISAYAS","SIQUIJOR","MARIA","Nabutay",922,922,234,10452.01,2446,4.27310302534751,215.768258928187
"26265","REGION VII - CENTRAL VISAYAS","SIQUIJOR","MARIA","Bogo",842,842,214,10452.01,2446,4.27310302534751,197.046501103615
"26278","REGION VII - CENTRAL VISAYAS","SIQUIJOR","MARIA","Minalulan",797,797,202,10452.01,2446,4.27310302534751,186.515512327294
"11510","REGION III - CENTRAL LUZON","AURORA","MARIA AURORA","Barangay IV (Pob.)",2458,2455,556,21906.19,3102,7.06195680206318,348.062168729478
"11508","REGION III - CENTRAL LUZON","AURORA","MARIA AURORA","Barangay II (Pob.)",1930,1930,465,21906.19,3102,7.06195680206318,273.295356244057
"11532","REGION III - CENTRAL LUZON","AURORA","MARIA AURORA","Quirino",1843,1843,445,21906.19,3102,7.06195680206318,260.975824641346
"11527","REGION III - CENTRAL LUZON","AURORA","MARIA AURORA","Florida",1825,1784,427,21906.19,3102,7.06195680206318,258.426956033888
"11534","REGION III - CENTRAL LUZON","AURORA","MARIA AURORA","San Joaquin",1714,1714,419,21906.19,3102,7.06195680206318,242.708932954567
"24659","REGION VII - CENTRAL VISAYAS","BOHOL","MARIBOJOC","Poblacion",2103,2100,448,10452.01,2446,4.27310302534751,492.148208813424
"24648","REGION VII - CENTRAL VISAYAS","BOHOL","MARIBOJOC","Bayacabac",1835,1835,406,10452.01,2446,4.27310302534751,429.43032010111
"24657","REGION VII - CENTRAL VISAYAS","BOHOL","MARIBOJOC","Lincod",1726,1726,392,10452.01,2446,4.27310302534751,403.921925065131
"24651","REGION VII - CENTRAL VISAYAS","BOHOL","MARIBOJOC","Cabawan",1626,1626,385,10452.01,2446,4.27310302534751,380.519727784417
"24653","REGION VII - CENTRAL VISAYAS","BOHOL","MARIBOJOC","Dipatlong",1495,1495,338,10452.01,2446,4.27310302534751,349.862849346681
"39342","REGION XIII – CARAGA","SURIGAO DEL SUR","MARIHATAG","Poblacion",3710,3705,788,21120.56,1311,16.1102669717773,230.287927971607
"39341","REGION XIII – CARAGA","SURIGAO DEL SUR","MARIHATAG","Mararag",2252,2252,475,21120.56,1311,16.1102669717773,139.786634445299
"39339","REGION XIII – CARAGA","SURIGAO DEL SUR","MARIHATAG","Bayan",2180,2180,428,21120.56,1311,16.1102669717773,135.317434764987
"39344","REGION XIII – CARAGA","SURIGAO DEL SUR","MARIHATAG","San Isidro",2018,2016,404,21120.56,1311,16.1102669717773,125.261735484286
"39337","REGION XIII – CARAGA","SURIGAO DEL SUR","MARIHATAG","Antipolo",1568,1568,328,21120.56,1311,16.1102669717773,97.3292374823395
"8920","REGION III - CENTRAL LUZON","BULACAN","MARILAO","Loma de Gato",57569,57569,13853,21906.19,3102,7.06195680206318,8151.9898257068
"8918","REGION III - CENTRAL LUZON","BULACAN","MARILAO","Lambakin",42821,42745,9897,21906.19,3102,7.06195680206318,6063.61681332993
"8929","REGION III - CENTRAL LUZON","BULACAN","MARILAO","Saog",14950,14941,3526,21906.19,3102,7.06195680206318,2116.976982305
"8919","REGION III - CENTRAL LUZON","BULACAN","MARILAO","Lias",12900,12890,2980,21906.19,3102,7.06195680206318,1826.68916867789
"8926","REGION III - CENTRAL LUZON","BULACAN","MARILAO","Prenza II",11229,11229,2591,21906.19,3102,7.06195680206318,1590.06919961892
"31924","REGION VIII - EASTERN VISAYAS","BILIRAN","MARIPIPI","Ermita (Poblacion Sur)",988,988,191,23234.78,4390,5.29266059225512,186.673598803174
"31926","REGION VIII - EASTERN VISAYAS","BILIRAN","MARIPIPI","Viga",961,961,218,23234.78,4390,5.29266059225512,181.572194787297
"31923","REGION VIII - EASTERN VISAYAS","BILIRAN","MARIPIPI","Binongto-an (Poblacion Norte)",653,642,136,23234.78,4390,5.29266059225512,123.378400828413
"31914","REGION VIII - EASTERN VISAYAS","BILIRAN","MARIPIPI","Bato",576,576,127,23234.78,4390,5.29266059225512,108.829952338692
"31912","REGION VIII - EASTERN VISAYAS","BILIRAN","MARIPIPI","Agutay",523,523,126,23234.78,4390,5.29266059225512,98.8160851964168
"8588","REGION III - CENTRAL LUZON","BATAAN","MARIVELES","Alas-asin",15047,13545,3213,21906.19,3102,7.06195680206318,2130.71255202297
"8600","REGION III - CENTRAL LUZON","BATAAN","MARIVELES","Camaya",14869,14865,3979,21906.19,3102,7.06195680206318,2105.50707357144
"8598","REGION III - CENTRAL LUZON","BATAAN","MARIVELES","Balon-Anito",12286,12266,3008,21906.19,3102,7.06195680206318,1739.74442840129
"8604","REGION III - CENTRAL LUZON","BATAAN","MARIVELES","Mt. View",10461,10319,2437,21906.19,3102,7.06195680206318,1481.3174723674
"8601","REGION III - CENTRAL LUZON","BATAAN","MARIVELES","Ipag",10010,10010,2574,21906.19,3102,7.06195680206318,1417.45415336944
"40714","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAROGONG","Marogong Proper (Pob.)",3466,3466,500,36650.95,2490,14.7192570281124,235.473841742165
"40713","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAROGONG","Marogong East",1461,1461,215,36650.95,2490,14.7192570281124,99.25772728947
"40704","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAROGONG","Bolawan",1249,1249,174,36650.95,2490,14.7192570281124,84.8548264096838
"40719","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAROGONG","Piangologan",1240,1240,184,36650.95,2490,14.7192570281124,84.2433825044099
"40707","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAROGONG","Cahera",1001,1001,131,36650.95,2490,14.7192570281124,68.0061499088018
"10433","REGION III - CENTRAL LUZON","PAMPANGA","MASANTOL","Bebe Anac",6952,6952,1520,21906.19,3102,7.06195680206318,984.429697724707
"10445","REGION III - CENTRAL LUZON","PAMPANGA","MASANTOL","San Isidro Matua (Pob.)",4552,4552,961,21906.19,3102,7.06195680206318,644.580550063704
"10455","REGION III - CENTRAL LUZON","PAMPANGA","MASANTOL","Santo Niño",3660,3660,447,21906.19,3102,7.06195680206318,518.269950183031
"10446","REGION III - CENTRAL LUZON","PAMPANGA","MASANTOL","San Nicolas (Pob.)",3494,3494,759,21906.19,3102,7.06195680206318,494.763717469811
"10449","REGION III - CENTRAL LUZON","PAMPANGA","MASANTOL","Santa Lucia Matua",3439,3439,662,21906.19,3102,7.06195680206318,486.975507835913
"11264","REGION III - CENTRAL LUZON","ZAMBALES","MASINLOC","Inhobol",8409,8409,1890,21906.19,3102,7.06195680206318,1190.74645111724
"11260","REGION III - CENTRAL LUZON","ZAMBALES","MASINLOC","Baloganon",6783,6725,1565,21906.19,3102,7.06195680206318,960.498653576911
"11271","REGION III - CENTRAL LUZON","ZAMBALES","MASINLOC","Taltal",4541,4541,1057,21906.19,3102,7.06195680206318,643.022908136924
"11270","REGION III - CENTRAL LUZON","ZAMBALES","MASINLOC","South Poblacion",4112,4112,873,21906.19,3102,7.06195680206318,582.27487299252
"11262","REGION III - CENTRAL LUZON","ZAMBALES","MASINLOC","Bani",3972,3962,952,21906.19,3102,7.06195680206318,562.450339378961
"40341","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MASIU","Pantao",2158,2110,294,36650.95,2490,14.7192570281124,146.610660842352
"40347","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MASIU","Buadi Amloy",1828,1828,255,36650.95,2490,14.7192570281124,124.191050982307
"40321","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MASIU","Lakadun",1560,1560,254,36650.95,2490,14.7192570281124,105.983610247483
"40330","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MASIU","Talub Langi",1532,1532,210,36650.95,2490,14.7192570281124,104.081340319964
"40326","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MASIU","Sawir",1455,1455,194,36650.95,2490,14.7192570281124,98.8500980192874
"27935","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MASLOG","Barangay 2 (Pob.)",1571,1571,290,23234.78,4390,5.29266059225512,296.826137368204
"27930","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MASLOG","Carayacay",881,881,189,23234.78,4390,5.29266059225512,166.456923629146
"27936","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MASLOG","San Miguel",511,511,108,23234.78,4390,5.29266059225512,96.548794522694
"27934","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MASLOG","Barangay 1 (Pob.)",450,450,84,23234.78,4390,5.29266059225512,85.0234002646033
"27933","REGION VIII - EASTERN VISAYAS","EASTERN SAMAR","MASLOG","Maputi",336,336,68,23234.78,4390,5.29266059225512,63.4841388642372
"12154","REGION IV-A – CALABARZON","BATANGAS","MATAASNAKAHOY","District III (Pob.)",3158,3158,812,16576.26,4018,4.12550024888004,765.482925581524
"12158","REGION IV-A – CALABARZON","BATANGAS","MATAASNAKAHOY","Calingatan",3067,3067,680,16576.26,4018,4.12550024888004,743.424994540385
"12159","REGION IV-A – CALABARZON","BATANGAS","MATAASNAKAHOY","Kinalaglagan",2446,2446,589,16576.26,4018,4.12550024888004,592.897794798103
"12163","REGION IV-A – CALABARZON","BATANGAS","MATAASNAKAHOY","Nangkaan",2374,2374,562,16576.26,4018,4.12550024888004,575.445365842476
"12152","REGION IV-A – CALABARZON","BATANGAS","MATAASNAKAHOY","District I (Pob.)",2324,2324,580,16576.26,4018,4.12550024888004,563.32562351218
"29151","REGION VIII - EASTERN VISAYAS","LEYTE","MATAG-OB","Balagtas",2045,2045,482,23234.78,4390,5.29266059225512,386.384118980253
"29166","REGION VIII - EASTERN VISAYAS","LEYTE","MATAG-OB","San Vicente",1989,1989,497,23234.78,4390,5.29266059225512,375.803429169547
"29168","REGION VIII - EASTERN VISAYAS","LEYTE","MATAG-OB","Santo Rosario",1741,1741,451,23234.78,4390,5.29266059225512,328.946088579276
"29167","REGION VIII - EASTERN VISAYAS","LEYTE","MATAG-OB","Santa Rosa",1378,1378,314,23234.78,4390,5.29266059225512,260.360545699163
"29160","REGION VIII - EASTERN VISAYAS","LEYTE","MATAG-OB","Mansalip (Pob.)",1253,1253,307,23234.78,4390,5.29266059225512,236.742934514551
"37303","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MATALAM","Poblacion",6748,6726,1578,22786.08,1195,19.0678493723849,353.89413185594
"37290","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MATALAM","Kilada",5012,5012,1158,22786.08,1195,19.0678493723849,262.850828224951
"37293","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MATALAM","Linao",4550,4550,1080,22786.08,1195,19.0678493723849,238.621561936059
"37287","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MATALAM","Kibia",4272,4272,1151,22786.08,1195,19.0678493723849,224.042046723263
"37308","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MATALAM","Taguranao",4227,4226,969,22786.08,1195,19.0678493723849,221.682053253565
"29193","REGION VIII - EASTERN VISAYAS","LEYTE","MATALOM","Santa Fe",2531,2531,547,23234.78,4390,5.29266059225512,478.209391266025
"29174","REGION VIII - EASTERN VISAYAS","LEYTE","MATALOM","Cahagnaan",2016,2016,406,23234.78,4390,5.29266059225512,380.904833185423
"29194","REGION VIII - EASTERN VISAYAS","LEYTE","MATALOM","Santa Paz",1724,1724,418,23234.78,4390,5.29266059225512,325.734093458169
"29199","REGION VIII - EASTERN VISAYAS","LEYTE","MATALOM","Zaragoza",1721,1721,392,23234.78,4390,5.29266059225512,325.167270789739
"29179","REGION VIII - EASTERN VISAYAS","LEYTE","MATALOM","Elevado",1714,1714,383,23234.78,4390,5.29266059225512,323.8446845634
"36445","REGION XI - DAVAO ","DAVAO DEL SUR","MATANAO","Poblacion",6154,6154,1460,20433.38,1163,17.5695442820292,350.265203309487
"36452","REGION XI - DAVAO ","DAVAO DEL SUR","MATANAO","Sinawilan",4369,4369,1100,20433.38,1163,17.5695442820292,248.668942681044
"36441","REGION XI - DAVAO ","DAVAO DEL SUR","MATANAO","Manga",3596,3596,814,20433.38,1163,17.5695442820292,204.67235474503
"36426","REGION XI - DAVAO ","DAVAO DEL SUR","MATANAO","Bangkal",2990,2989,761,20433.38,1163,17.5695442820292,170.180851136718
"36428","REGION XI - DAVAO ","DAVAO DEL SUR","MATANAO","Buri",2500,2500,599,20433.38,1163,17.5695442820292,142.29168155244
"41039","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","MATANOG","Bugasan Sur (Pob.)",6412,6412,1128,36650.95,2490,14.7192570281124,435.619813401835
"41041","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","MATANOG","Sapad",6041,6041,992,36650.95,2490,14.7192570281124,410.41473686221
"41038","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","MATANOG","Bugasan Norte",4088,4078,599,36650.95,2490,14.7192570281124,277.731409417764
"41037","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","MATANOG","Bayanga Sur",3645,3645,528,36650.95,2490,14.7192570281124,247.634781635947
"41043","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","MATANOG","Langkong",2862,2862,437,36650.95,2490,14.7192570281124,194.439161877114
"20335","REGION V - BICOL","SORSOGON","MATNOG","Gadgaron",2188,2188,459,18114.47,3471,5.21880437914146,419.253116431229
"20334","REGION V - BICOL","SORSOGON","MATNOG","Culasi",2130,2130,402,18114.47,3471,5.21880437914146,408.139459779944
"20357","REGION V - BICOL","SORSOGON","MATNOG","Tabunan (Pob.)",1788,1788,346,18114.47,3471,5.21880437914146,342.607208491333
"20331","REGION V - BICOL","SORSOGON","MATNOG","Camachiles (Pob.)",1639,1639,350,18114.47,3471,5.21880437914146,314.056607783722
"20324","REGION V - BICOL","SORSOGON","MATNOG","Bon-Ot Big",1569,1569,333,18114.47,3471,5.21880437914146,300.64357389424
"30914","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MATUGUINAO","Maduroto Pob. (Barangay No. 3)",1361,1347,291,23234.78,4390,5.29266059225512,257.148550578056
"30913","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MATUGUINAO","Mabuligon Pob. (Barangay No. 2)",1292,1292,270,23234.78,4390,5.29266059225512,244.11162920415
"30906","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MATUGUINAO","Barruz (Barangay No. 1)",625,625,118,23234.78,4390,5.29266059225512,118.08805592306
"30917","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MATUGUINAO","Nagpapacao",371,371,80,23234.78,4390,5.29266059225512,70.0970699959285
"30918","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","MATUGUINAO","Rizal",307,307,55,23234.78,4390,5.29266059225512,58.0048530694072
"34672","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MATUNGAO","Poblacion (Matungao)",2030,2029,334,20458.51,2022,10.1179574678536,200.633379459208
"34671","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MATUNGAO","Pasayanon",1990,1990,267,20458.51,2022,10.1179574678536,196.680012376268
"34667","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MATUNGAO","Batangan",1943,1943,326,20458.51,2022,10.1179574678536,192.034806053813
"34675","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MATUNGAO","Somiorang",1277,1277,178,20458.51,2022,10.1179574678536,126.211244122861
"34666","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MATUNGAO","Batal",1225,1225,188,20458.51,2022,10.1179574678536,121.071866915039
"14849","REGION IV-A – CALABARZON","QUEZON","MAUBAN","Bagong Bayan (Pob.)",7349,7349,1779,16576.26,4018,4.12550024888004,1781.35972770697
"14859","REGION IV-A – CALABARZON","QUEZON","MAUBAN","San Lorenzo",4620,4620,1038,16576.26,4018,4.12550024888004,1119.86419131939
